14.377,7100,200.737,200.737,-6.202,101080
14.424,7101,200.909,200.909,-6.458,101082
14.505,7102,201.147,201.147,-6.716,101083
14.625,7103,201.427,201.427,-6.978,101085
14.778,7104,201.725,201.725,-7.239,101087
14.938,7105,202.021,202.021,-7.490,101088
15.100,7106,202.301,202.301,-7.730,101090
15.249,7107,202.561,202.561,-7.957,101128
15.371,7108,202.774,202.774,-8.183,101129
15.678,7109,202.773,202.773,-9.339,101131
15.749,7110,202.700,202.700,-9.557,101133
15.814,7111,202.701,202.701,-9.774,101134
16.080,7112,202.876,202.876,-10.436,101136
16.195,7113,202.871,202.871,-10.665,101138
16.310,7114,202.840,202.840,-10.896,101139
16.429,7115,202.818,202.818,-11.125,101229
16.563,7116,202.839,202.839,-11.349,101231
16.721,7117,202.946,202.946,-11.571,101232
16.905,7118,203.139,203.139,-11.785,101234
17.114,7119,203.393,203.393,-11.986,101235
17.354,7120,203.668,203.668,-12.176,101237
17.617,7121,203.950,203.950,-12.360,101239
17.882,7122,204.231,204.231,-12.540,101240
18.139,7123,204.498,204.498,-12.719,101329
18.398,7124,204.750,204.750,-12.900,101429
18.666,7125,204.998,204.998,-13.089,101430
18.927,7126,205.250,205.250,-13.282,101629
19.188,7127,205.513,205.513,-13.476,101630
5.051,7128,205.610,205.610,-4.826,101678
5.272,7129,205.918,205.918,-5.104,101680
5.506,7130,206.263,206.263,-5.376,101681
5.755,7131,206.636,206.636,-5.636,101682
6.004,7132,207.040,207.040,-5.882,101779
6.272,7133,207.459,207.459,-6.085,101782
6.568,7134,207.860,207.860,-6.243,101784
6.875,7135,208.228,208.228,-6.356,101787
7.176,7136,208.566,208.566,-6.416,101789
7.427,7137,208.884,208.884,-6.401,101792
7.612,7138,209.189,209.189,-6.310,101795
7.782,7139,209.475,209.475,-6.167,101797
7.978,7140,209.707,209.707,-5.983,101800
8.155,7141,209.876,209.876,-5.730,101829
8.295,7142,209.998,209.998,-5.394,101832
8.385,7143,210.121,210.121,-4.982,101837
8.413,7144,210.286,210.286,-4.502,101839
8.425,7145,210.482,210.482,-3.960,101842
8.363,7146,210.614,210.614,0.421,101880
8.212,7147,210.408,210.408,0.930,101882
