-1.500,3100,169.346,169.346,-3.084,35278
-1.464,3101,169.523,169.523,-3.374,35281
-1.431,3102,169.709,169.709,-3.666,35283
-1.383,3103,169.908,169.908,-3.954,35285
-1.330,3104,170.133,170.133,-4.232,35287
-1.292,3105,170.375,170.375,-4.488,35378
-1.261,3106,170.619,170.619,-4.726,35379
-1.212,3107,170.864,170.864,-4.965,35380
-1.151,3108,171.112,171.112,-5.205,35381
-1.112,3109,171.374,171.374,-5.432,35382
-1.105,3110,171.683,171.683,-5.642,35383
-1.115,3111,172.075,172.075,-5.841,35428
-1.111,3112,172.553,172.553,-6.032,35429
-1.070,3113,173.099,173.099,-6.203,35430
-0.988,3114,173.685,173.685,-6.334,35528
-0.889,3115,174.279,174.279,-6.415,35529
-0.794,3116,174.830,174.830,-6.436,35530
-0.689,3117,175.283,175.283,-6.397,35578
-0.550,3118,175.600,175.600,-6.304,35579
-0.370,3119,175.761,175.761,-6.166,35777
-0.089,3120,172.857,172.857,-0.455,35779
-0.017,3121,172.614,172.614,0.374,35780
1.055,3122,171.600,171.600,3.421,35781
1.470,3123,171.532,171.532,4.143,35782
1.803,3124,171.617,171.617,4.875,35783
2.009,3125,171.836,171.836,5.617,35784
2.061,3126,172.130,172.130,6.366,35785
-0.452,3127,173.176,173.176,10.579,35786
-0.870,3128,173.077,173.077,11.251,35829
-1.133,3129,172.902,172.902,11.908,35830
-1.102,3130,172.588,172.588,12.526,35831
-0.916,3131,172.004,172.004,13.103,35832
-0.832,3132,171.170,171.170,13.644,35833
-0.866,3133,170.117,170.117,14.135,35834
-0.916,3134,168.859,168.859,14.571,35835
-0.960,3135,167.492,167.492,14.976,35836
-0.729,3136,158.384,158.384,17.766,35878
-0.568,3137,157.200,157.200,18.241,35879
-0.357,3138,156.043,156.043,18.720,35880
0.293,3139,152.673,152.673,20.193,35881
0.619,3140,151.613,151.613,20.704,35882
12.235,3141,126.057,126.057,24.039,35928
13.090,3142,124.089,124.089,23.579,35929
13.975,3143,122.002,122.002,23.025,35930
14.883,3144,119.795,119.795,22.391,35932
15.794,3145,117.492,117.492,21.698,35933
16.666,3146,115.155,115.155,20.975,36028
17.455,3147,112.857,112.857,20.247,36030
18.206,3148,110.490,110.490,19.467,36228
18.903,3149,108.045,108.045,18.642,36229
19.587,3150,105.466,105.466,17.766,36328
20.277,3151,102.788,102.788,16.852,36330
20.745,3152,100.368,100.368,16.034,36331
20.829,3153,98.489,98.489,15.410,36335
20.627,3154,97.102,97.102,14.914,36338
20.321,3155,95.882,95.882,14.396,36340
20.013,3156,94.698,94.698,13.781,36341
19.780,3157,93.582,93.582,13.063,36345
19.664,3158,92.566,92.566,12.287,36346
19.725,3159,91.667,91.667,11.541,36378
19.850,3160,90.832,90.832,10.882,36379
19.932,3161,89.982,89.982,10.302,36380
19.935,3162,89.186,89.186,9.807,36380
19.830,3163,88.651,88.651,9.406,36381
19.604,3164,88.510,88.510,9.060,36382
19.211,3165,88.848,88.848,8.760,36383
18.584,3166,89.708,89.708,8.540,36628
17.789,3167,90.946,90.946,8.374,36629
16.905,3168,92.331,92.331,8.231,36678
16.137,3169,93.628,93.628,8.126,36928
13.616,3170,79.073,79.073,0.187,36929
13.634,3171,78.108,78.108,-0.380,37028
12.419,3172,69.028,69.028,-4.230,37029
12.244,3173,67.988,67.988,-4.446,37078
12.067,3174,66.879,66.879,-4.634,37129
11.851,3175,65.751,65.751,-4.795,37130
11.634,3176,64.658,64.658,-4.949,37132
11.452,3177,63.599,63.599,-5.111,37133
11.294,3178,62.566,62.566,-5.276,37135
11.111,3179,61.586,61.586,-5.420,37137
10.918,3180,60.686,60.686,-5.545,37138
10.737,3181,59.903,59.903,-5.658,37140
10.548,3182,59.281,59.281,-5.747,37141
10.376,3183,58.811,58.811,-5.813,37178
10.253,3184,58.443,58.443,-5.879,37179
10.156,3185,58.111,58.111,-5.951,37180
10.111,3186,57.739,57.739,-6.046,37181
10.091,3187,57.304,57.304,-6.164,37182
9.919,3188,48.998,48.998,-8.939,37227
9.896,3189,48.341,48.341,-9.164,37229
10.061,3190,46.906,46.906,-9.634,37328
15.778,3191,43.215,43.215,-3.974,37329
15.851,3192,42.483,42.483,-3.532,37378
15.645,3193,35.086,35.086,0.146,37379
15.391,3194,34.408,34.408,0.542,37528
13.205,3195,31.177,31.177,1.595,37529
10.342,3196,25.333,25.333,2.012,37530
9.883,3197,23.648,23.648,2.069,37531
9.433,3198,21.851,21.851,2.137,37627
8.996,3199,20.019,20.019,2.217,37778
8.513,3200,18.183,18.183,2.328,37779
8.075,3201,16.358,16.358,2.463,37780
7.670,3202,14.632,14.632,2.630,37781
7.291,3203,13.030,13.030,2.848,37782
6.954,3204,11.573,11.573,3.118,37783
6.636,3205,10.286,10.286,3.421,37784
6.332,3206,9.156,9.156,3.753,37785
6.077,3207,8.158,8.158,4.108,37786
5.883,3208,7.300,7.300,4.493,37878
5.721,3209,6.617,6.617,4.930,37879
5.606,3210,6.083,6.083,5.386,37881
5.547,3211,5.656,5.656,5.828,37928
5.524,3212,3.723,3.723,7.756,37978
5.470,3213,3.548,3.548,8.132,38178
5.449,3214,3.853,3.853,9.764,38179
5.465,3215,4.197,4.197,10.215,38180
3.936,3216,6.419,6.419,13.783,38181
3.850,3217,6.507,6.507,13.866,38182
3.848,3218,6.479,6.479,13.931,38183
2.888,3219,4.819,4.819,14.026,38228
3.461,3220,355.025,355.025,12.836,38229
3.083,3221,355.501,355.501,12.412,38230
2.747,3222,355.988,355.988,11.792,38428
2.386,3223,356.416,356.416,11.044,38528
1.994,3224,356.793,356.793,10.285,38678
1.674,3225,357.039,357.039,9.631,38679
1.517,3226,357.066,357.066,9.113,38680
1.561,3227,356.830,356.830,8.703,38681
1.703,3228,356.358,356.358,8.370,38681
1.852,3229,355.784,355.784,8.074,38682
2.001,3230,355.218,355.218,7.782,38778
2.126,3231,354.683,354.683,7.476,38780
2.203,3232,354.232,354.232,7.142,38782
2.137,3233,353.665,353.665,5.959,38783
1.878,3234,354.966,354.966,3.977,38785
4.395,3235,2.280,2.280,-4.710,38787
4.572,3236,2.596,2.596,-5.110,38789
4.763,3237,2.934,2.934,-5.488,38791
4.960,3238,3.296,3.296,-5.845,38793
5.147,3239,3.658,3.658,-6.186,38878
5.332,3240,4.006,4.006,-6.524,38880
5.529,3241,4.351,4.351,-6.869,38883
-0.359,3242,4.756,4.756,1.140,38885
-0.230,3243,5.122,5.122,0.733,38887
1.874,3244,9.050,9.050,-5.714,38889
3.631,3245,16.277,16.277,-5.310,38891
2.032,3246,19.904,19.904,6.111,38892
1.825,3247,20.343,20.343,6.882,38895
1.552,3248,20.949,20.949,7.636,38928
1.217,3249,21.678,21.678,8.369,38930
0.816,3250,22.476,22.476,9.092,38933
0.343,3251,23.287,23.287,9.804,38935
-2.350,3252,26.867,26.867,12.932,38936
-2.816,3253,27.346,27.346,13.511,39078
-3.063,3254,27.656,27.656,14.099,39128
-3.095,3255,27.739,27.739,14.698,39178
-3.086,3256,27.558,27.558,15.294,39179
-3.134,3257,27.117,27.117,15.885,39180
-3.216,3258,26.405,26.405,16.479,39182
-3.317,3259,25.469,25.469,17.078,39183
-3.375,3260,24.436,24.436,17.674,39184
-3.442,3261,22.579,22.579,18.787,39185
-3.403,3262,21.797,21.797,19.252,39187
-3.313,3263,21.067,21.067,19.647,39188
-3.153,3264,20.384,20.384,19.998,39278
-2.995,3265,19.745,19.745,20.323,39328
-2.844,3266,19.187,19.187,20.619,39329
-2.704,3267,18.736,18.736,20.878,39331
-2.587,3268,18.426,18.426,21.094,39332
-2.504,3269,18.251,18.251,21.262,39333
-2.397,3270,18.170,18.170,21.381,39334
-2.341,3271,18.194,18.194,21.451,39428
-2.504,3272,18.366,18.366,21.469,39429
-2.746,3273,18.621,18.621,21.431,39431
-2.899,3274,18.896,18.896,21.338,39432
-4.086,3275,21.278,21.278,19.720,39433
-3.367,3276,19.537,19.537,19.005,39434
-2.751,3277,17.097,17.097,20.584,39436
-2.483,3278,16.381,16.381,21.075,39437
-2.272,3279,15.684,15.684,21.563,39438
-2.255,3280,15.092,15.092,21.993,39478
-2.399,3281,14.609,14.609,22.326,39528
-2.675,3282,14.227,14.227,22.520,39529
-2.929,3283,13.910,13.910,22.556,39531
-3.128,3284,13.655,13.655,22.455,39628
-3.380,3285,13.513,13.513,22.235,39629
-4.027,3286,13.336,13.336,21.570,39631
-3.056,3287,8.560,8.560,21.478,39632
-2.668,3288,7.266,7.266,21.761,39633
-2.206,3289,6.273,6.273,21.891,39634
-1.823,3290,5.587,5.587,21.770,39636
-1.614,3291,5.177,5.177,21.396,39637
-1.593,3292,5.090,5.090,20.807,39728
-2.598,3293,6.613,6.613,17.448,39878
-2.745,3294,7.023,7.023,16.645,39880
-2.818,3295,7.292,7.292,15.917,39883
-2.876,3296,7.396,7.396,15.281,39885
-2.894,3297,7.363,7.363,14.740,39887
-2.863,3298,7.202,7.202,14.280,39889
-2.784,3299,6.931,6.931,13.877,39891
-2.667,3300,6.583,6.583,13.506,39893
-2.520,3301,6.129,6.129,13.146,39895
-2.362,3302,5.548,5.548,12.779,39929
-2.174,3303,4.886,4.886,12.393,39978
-1.990,3304,4.215,4.215,11.989,39980
-1.860,3305,3.598,3.598,11.582,40028
-2.802,3306,4.432,4.432,8.395,40129
-2.848,3307,5.066,5.066,7.936,40130
-2.848,3308,5.700,5.700,7.439,40131
-2.827,3309,6.308,6.308,6.911,40132
-2.816,3310,6.881,6.881,6.376,40134
-2.781,3311,7.412,7.412,5.846,40135
-2.711,3312,7.889,7.889,5.336,40136
-2.614,3313,8.274,8.274,4.859,40137
-2.249,3314,8.767,8.767,3.618,40228
-1.639,3315,5.693,5.693,-1.651,40237
-1.560,3316,5.930,5.930,-1.966,40329
-1.464,3317,6.207,6.207,-2.259,40330
-1.366,3318,6.463,6.463,-2.534,40331
-1.276,3319,6.617,6.617,-2.792,40378
-1.206,3320,6.613,6.613,-3.038,40379
-1.157,3321,6.466,6.466,-3.284,40380
-1.140,3322,6.245,6.245,-3.530,40478
-1.140,3323,6.016,6.016,-3.774,40479
-1.147,3324,5.828,5.828,-4.006,40628
-1.156,3325,5.702,5.702,-4.225,40779
-1.139,3326,5.632,5.632,-4.436,40781
-0.749,3327,6.199,6.199,-6.159,40783
-0.225,3328,7.519,7.519,-7.043,40785
-0.077,3329,7.652,7.652,-7.156,40787
0.072,3330,7.753,7.753,-7.245,40789
0.181,3331,7.826,7.826,-7.301,40791
0.254,3332,7.891,7.891,-7.316,40792
0.319,3333,7.961,7.961,-7.278,40795
0.404,3334,8.024,8.024,-7.180,40829
0.516,3335,8.073,8.073,-7.023,40830
0.731,3336,7.794,7.794,-6.099,40832
0.791,3337,7.627,7.627,-5.644,40834
2.021,3338,8.761,8.761,-0.234,40836
2.255,3339,8.894,8.894,0.449,40838
2.535,3340,8.958,8.958,1.103,40840
3.510,3341,8.849,8.849,3.055,40878
3.625,3342,8.810,8.810,3.736,40880
3.532,3343,8.769,8.769,4.409,40885
1.127,3344,6.006,6.006,9.561,40887
1.307,3345,5.264,5.264,10.153,40889
2.312,3346,348.903,348.903,15.832,40891
5.848,3347,333.868,333.868,19.724,40893
6.337,3348,332.592,332.592,19.893,40895
6.860,3349,331.273,331.273,20.084,40897
7.384,3350,329.934,329.934,20.291,41028
